"geno" "X1_280" "X1d_280" "X2_280" "X3_280" "X4_280" "X6_280" "X6d_280" "X7d_280" "X7_280" "X1d_320" "X2d_320" "X3d_320" "X3_320" "X4d_320" "p.COUM" "X6_320" "FERULIQ" "X9_320" "X5d_320" "X10_320" "X1d_360" "X2d_360" "X1_360" "X2_360" "X3d_360" "X4d_360" "X3_360" "X5d_360" "X6d_360" "Orient" "X7d_360" "HOMOO" "X8d_360" "ISOVIT" "X9d_360" "X10d_360" "X11d_360" "X8_360" "X10_360" "X11_360" "X14_360" "X15_360" "X16_360" "X17_360" "X18_360" "X22_360" "X23_360" "X24_360" "X25_360" "X28_360" "X29_360" "X30_360" "X31_360" "X32_360" "X33_360" "X34_360" "X35_360" "X36_360"
"TT06DC.39.21" 5.73333333333333 17.5 0 0 18.9666666666667 0 14.5666666666667 0 262.233333333333 0 36.8 66.0333333333333 8.6 7.4 26.6333333333333 27.1333333333333 9.3 0 17.1 0 0 0 46.6666666666667 8.5 0 0 23.0666666666667 0 0 0 88.0666666666667 19.0666666666667 0 0 7.7 21.1666666666667 4.2 16.5666666666667 10.4333333333333 26.0666666666667 34.7666666666667 0 4.43333333333333 3.76666666666667 14.5333333333333 12.7666666666667 12.9 0 13.6 23.8333333333333 71.8333333333333 9.7 21 10.5333333333333 21.0333333333333 4.83333333333333 20.9 26.5333333333333
"TT06DC.39.23" 14.3333333333333 12.9666666666667 9.3 5.16666666666667 16.2 0 57.1333333333333 6.13333333333333 718.466666666667 9.23333333333333 80.2 54 0 29.1666666666667 42.3666666666667 0 22.6666666666667 0 0 9.23333333333333 1164.16666666667 117.466666666667 52.6 32.7 255.1 27.5 0 254.6 0 23.6333333333333 96.4666666666667 93.3666666666667 52.6333333333333 45.9 65.7333333333333 294.6 32.4333333333333 8.56666666666667 29.7 0 14.2 0 0 0 11.6666666666667 0 0 0 0 0 0 0 0 0 0 0 0 0
"TT06DC.39.24" 21.1333333333333 12.5 11.1666666666667 15.6666666666667 43.4 14.8333333333333 0 0 0 11.0333333333333 72.2666666666667 55.6666666666667 0 8.8 22.3666666666667 0 0 0 0 37.6333333333333 626.533333333333 56 25.1333333333333 10.9666666666667 329.966666666667 22.5333333333333 0 232.833333333333 0 0 113.466666666667 83.0666666666667 33.5666666666667 22.7 47.7666666666667 190.4 29.1333333333333 12.6 0 17.6 24.9333333333333 0 8.26666666666667 0 21.2333333333333 0 0 0 3 2.93333333333333 31.2666666666667 0 10.9333333333333 0 0 4.9 5.56666666666667 7.26666666666667
"TT06DC.39.25" 17.2 15.9 0 12.1 45.3 10.2 6.76666666666667 5.66666666666667 29.3 16.5666666666667 110.5 60.6666666666667 0 10.8 29.8666666666667 0 0 0 10.4666666666667 18.6 1324.26666666667 146.133333333333 83.9333333333333 23.5333333333333 613.666666666667 32.1 0 426.5 0 0 121.866666666667 172.3 61.8666666666667 40.3666666666667 82.1 349.7 62.4333333333333 17.5333333333333 16.1666666666667 0 22.6666666666667 0 0 0 21.4333333333333 0 0 0 0 0 0 0 0 0 0 3.7 0 0
"TT06DC.39.26" 12.7333333333333 22.3 0 6.1 19.3333333333333 0 44.9666666666667 8.1 22.9666666666667 9.93333333333333 49.0333333333333 71.6333333333333 0 10.9333333333333 20 0 0 0 0 14.8333333333333 760.6 88.8 54.4 0 623.333333333333 32.0333333333333 0 450.033333333333 0 0 119.233333333333 135.266666666667 46.4 34.6 72.4333333333333 185.633333333333 61.2333333333333 15.9666666666667 30.4666666666667 0 23 0 0 0 18.4666666666667 0 0 0 4.86666666666667 5.13333333333333 21.1 0 7.63333333333333 0 7.86666666666667 0 5.5 6
"TT06DC.39.27" 14.3666666666667 0 0 9.5 22.3666666666667 0 9.53333333333333 0 1007.03333333333 26.5 76.8333333333333 74.6 0 10.4666666666667 28.6333333333333 0 0 0 8.26666666666667 19.4666666666667 1617.53333333333 168.2 88.2666666666667 0 889.833333333333 24.1333333333333 0 732.9 51.9333333333333 34.8666666666667 182.366666666667 192.6 73.8 52.9333333333333 116.966666666667 332.966666666667 64.1 19 17.9666666666667 0 28.5666666666667 0 0 0 28.5666666666667 0 0 0 5.43333333333333 4.23333333333333 12.7333333333333 0 0 0 0 4.16666666666667 0 0
"TT06DC.39.28" 19 17.4666666666667 0 28.7666666666667 39.6 7.93333333333333 6.4 0 30.6 16.0333333333333 66.6 75.6333333333333 0 9.7 25.7333333333333 0 0 0 11.6333333333333 34.0666666666667 1017.86666666667 85.6333333333333 54.2 0 758.366666666667 30.2333333333333 0 386.133333333333 0 0 128.2 146.2 71.8666666666667 34.5 69.5333333333333 362.7 56.2333333333333 17.1666666666667 14 0 20.6666666666667 0 0 0 20.1666666666667 0 0 0 0 0 0 0 0 0 0 4.06666666666667 0 0
"TT06DC.39.29" 0 22.9666666666667 0 10.9666666666667 20.0666666666667 0 46.0666666666667 7.46666666666667 946.266666666667 18.7 81.0333333333333 73.1 0 23.9 38.3 0 0 0 0 9.16666666666667 1483.03333333333 179.766666666667 56.5333333333333 35.2 312.733333333333 25.2333333333333 0 363.533333333333 0 0 93.2 102.266666666667 68.7333333333333 56.1333333333333 106.266666666667 394.033333333333 40.5666666666667 6.73333333333333 27.0333333333333 0 16.8666666666667 0 0 0 11.3666666666667 0 0 0 0 0 0 0 0 0 0 4.16666666666667 0 0
"TT06DC.39.30" 20.1 14.3666666666667 0 11.3 25.4666666666667 16.9666666666667 40.0666666666667 12.9 75.5 17.9 136.233333333333 67 11.4333333333333 12.7333333333333 26.3333333333333 0 0 0 13.2 26.2666666666667 752.5 68.8 0 21.4666666666667 190.6 20.3 0 184.366666666667 0 0 95.1666666666667 96.8666666666667 36.0666666666667 28.7 51.4666666666667 244 41.4 19.8 34.5333333333333 0 24.9666666666667 0 5.1 0 14.6666666666667 0 0 6.33333333333333 0 8.86666666666667 23.2333333333333 0 0 7.93333333333333 0 5.13333333333333 4.83333333333333 6.56666666666667
"TT06DC.39.31" 11.3333333333333 17.8333333333333 5.8 6.03333333333333 32.9333333333333 7.06666666666667 24.3 8.53333333333333 198.833333333333 10.6333333333333 83.9333333333333 55.8666666666667 10.5666666666667 0 19.6 0 0 11.9 9.63333333333333 34.1 99.0333333333333 0 10 8.2 29.4666666666667 0 0 0 0 0 73.6666666666667 39.7 0 0 13.6 41.4666666666667 6.6 12.2 8.03333333333333 0 29.8666666666667 0 7.26666666666667 0 12.9 9.4 7.06666666666667 0 11.8333333333333 19.1666666666667 41.5666666666667 6.93333333333333 15.3333333333333 7.13333333333333 17.8333333333333 4.06666666666667 11.8666666666667 16.0666666666667
"TT06DC.39.32" 16.7666666666667 22.0333333333333 8.56666666666667 0 34.4 0 22.2666666666667 0 221.233333333333 5.63333333333333 47.8 58.4333333333333 8.3 0 16.7 0 0 0 7.86666666666667 47.1 0 0 8.06666666666667 0 0 5.56666666666667 0 0 0 0 89.0333333333333 0 0 0 0 0 0 11.1666666666667 8.5 40 26.7333333333333 0 10.5666666666667 0 11.3333333333333 11.2333333333333 7.6 0 12.2 21.7666666666667 81.6666666666667 10.4 24.7 12.8333333333333 27.9 5.2 26.6666666666667 37.3333333333333
"TT06DC.39.34" 13.3 17.7333333333333 0 15.9 33.7333333333333 6.33333333333333 8.1 10 29.5 12.3666666666667 53.6 71.9 0 12.2 26.7333333333333 0 0 0 7.1 20.3 1522.03333333333 177.1 103.8 42.3333333333333 457.9 35.5666666666667 0 674.066666666667 0 57.1666666666667 132.466666666667 229.766666666667 74.7666666666667 64.3333333333333 125.533333333333 482.866666666667 100.733333333333 19.9666666666667 19.6 0 24.2333333333333 0 0 0 24.7666666666667 0 0 0 0 5.2 0 0 0 0 0 4.13333333333333 0 0
"TT06DC.39.35" 0 16.5 0 0 0 0 8.73333333333333 0 1073.2 0 23.1 64.7333333333333 9.5 17.6333333333333 21.4 0 0 0 15.1666666666667 47.5333333333333 0 0 0 0 0 0 0 0 0 0 77.9666666666667 0 0 0 0 0 0 11.7 0 18.8 34.4333333333333 0 8.13333333333333 6.73333333333333 14.5666666666667 0 15.2 0 12.1666666666667 12.1 98.1333333333333 11.2666666666667 32.7666666666667 12.7 32.2666666666667 7.2 32.9666666666667 41.1666666666667
"TT06DC.39.36" 7.16666666666667 22 0 7.06666666666667 8.1 0 6.83333333333333 0 1155 0 20.1 63.5 6.93333333333333 0 19.1666666666667 21.4666666666667 11.9333333333333 0 0 0 0 0 0 0 0 0 0 0 0 0 64.8333333333333 0 0 0 0 0 0 0 0 16.9333333333333 28.0666666666667 0 8.26666666666667 5.96666666666667 11.8 7.86666666666667 14.3666666666667 0 10.8333333333333 10.2333333333333 85 10.5 32.4 11.8666666666667 31.3333333333333 5.23333333333333 34 42.0333333333333
"TT06DC.39.37" 6.2 0 0 10.4 24.1666666666667 0 53.8 10.3666666666667 984.066666666667 27.2333333333333 184.133333333333 81.4666666666667 14.3666666666667 0 32.9333333333333 0 0 0 8.16666666666667 27.3666666666667 1208.4 141.8 41.3666666666667 29.1333333333333 286.033333333333 26.5333333333333 0 402.2 0 0 142.9 96.7666666666667 55.9 44.3666666666667 93.3333333333333 310.633333333333 33.7 15.7333333333333 27.4666666666667 0 16.4666666666667 0 0 0 16.8666666666667 0 0 0 0 7.43333333333333 20.2 0 0 0 0 9.66666666666667 0 0
"TT06DC.40.01" 0 0 0 14.5 12.7 0 38.3666666666667 0 1133.16666666667 0 72.5666666666667 71.9666666666667 0 10.6333333333333 27 0 0 0 0 0 241.966666666667 35.1 19.9 10.5666666666667 146.133333333333 11.3333333333333 0 101.833333333333 8.66666666666667 0 143 44.2666666666667 0 27.0333333333333 35.4333333333333 93.3 22.9 16.4333333333333 9.56666666666667 32.6 36.2666666666667 0 9.76666666666667 0 19.8666666666667 9.56666666666667 9.86666666666667 0 6.73333333333333 19.5666666666667 60.4666666666667 8.53333333333333 19.7 9.03333333333333 20.9333333333333 7.03333333333333 18.1333333333333 24.6333333333333
"TT06DC.40.04" 12 0 0 0 22 0 0 0 82.2666666666667 16.8666666666667 68.1333333333333 66.5333333333333 0 12.1 33.2 0 0 0 6.4 14.8666666666667 1463.63333333333 168.866666666667 0 0 333.233333333333 34.1 0 387.033333333333 0 0 111.066666666667 128.933333333333 41.4666666666667 54.6666666666667 73.4333333333333 290.866666666667 53.8666666666667 16.1333333333333 27.7 0 19.4666666666667 0 0 0 22 0 0 0 0 0 6.8 0 0 0 0 0 0 0
"TT06DC.40.05" 11.4333333333333 0 0 0 24.3333333333333 0 23.6 8.23333333333333 220.2 8.53333333333333 86.7666666666667 82.0333333333333 0 5.9 26.8666666666667 29.2666666666667 0 0 16.5666666666667 0 181.6 18.2 9.63333333333333 11.4 62.0333333333333 8.2 0 48.9666666666667 0 0 98.1333333333333 20.8333333333333 0 21.3 15.2 53.7 10.4 28.0333333333333 8.3 35.0333333333333 39.2666666666667 0 0 0 18.9 9.53333333333333 9.53333333333333 0 12.4333333333333 20.6333333333333 58.8 6.23333333333333 16.3666666666667 7.93333333333333 19.0666666666667 4.56666666666667 10.5333333333333 13.4666666666667
"TT06DC.40.06" 26.3333333333333 0 12.3 0 45.5333333333333 0 0 0 1124.9 5.36666666666667 58.9333333333333 53.3 0 6.23333333333333 18.2 15.6333333333333 38.1333333333333 0 18.2333333333333 0 0 0 0 8.56666666666667 0 0 0 0 0 0 92.6666666666667 0 0 0 0 0 0 12.8333333333333 6.2 12.4666666666667 28.5666666666667 0 0 6.33333333333333 18.7666666666667 0 0 0 11.7 9.96666666666667 97.4666666666667 11.3333333333333 29.8 13.4666666666667 31.2666666666667 5.36666666666667 16.0333333333333 19.3666666666667
"TT06DC.40.07" 14.8 0 0 0 13 0 13.1 0 872.366666666667 0 18.2666666666667 49.6666666666667 0 11.9 25.8 26.2333333333333 21.7666666666667 0 0 48.9333333333333 0 0 0 0 0 0 0 0 0 0 68.3 0 0 0 0 0 0 10.6666666666667 7.86666666666667 18.9666666666667 21.4333333333333 0 6.53333333333333 7.06666666666667 9.23333333333333 7.1 8.2 0 0 9.93333333333333 56.7333333333333 6.93333333333333 17.6 8.03333333333333 21.5333333333333 2.93333333333333 13.2 16.4
"TT06DC.40.08" 11.6666666666667 0 0 7.53333333333333 22.7 0 20.9 7.63333333333333 25.6 0 43.0666666666667 63.1 0 10.8333333333333 15.6666666666667 18.3 0 0 6.83333333333333 55.2 0 0 15.5 0 0 0 34.1333333333333 0 0 0 81.4666666666667 22.9333333333333 0 0 7.6 20.9333333333333 0 20.0666666666667 8.46666666666667 22.4 28 0 10.0666666666667 7.23333333333333 12.4 9.43333333333333 9.96666666666667 6.23333333333333 8 15.7666666666667 61.4666666666667 8.46666666666667 22.3666666666667 10.2666666666667 26.6 5.16666666666667 16.2 21.5333333333333
"TT06DC.40.10" 12.6333333333333 12.0666666666667 9.96666666666667 0 37.0666666666667 0 0 0 78.8666666666667 11.2 80.6666666666667 67.9333333333333 0 10.9666666666667 16.4666666666667 0 0 0 7.86666666666667 0 0 0 23.7 0 0 0 69.2333333333333 0 0 0 179.833333333333 0 0 0 13.1 32.4666666666667 8.1 17.3333333333333 13.5666666666667 26 34.0333333333333 0 0 0 16.1333333333333 18.1 4.13333333333333 11.6 21.3 21.8333333333333 71.4 9.8 26.5333333333333 10.9333333333333 29.4 5.7 21.3 28.0333333333333
"TT06DC.40.11" 19 0 5.2 0 10.2666666666667 0 19.7666666666667 6.83333333333333 855.366666666667 6.8 78.4333333333333 43.2333333333333 0 0 37.2 0 36.9666666666667 0 8.76666666666667 0 124.5 0 16.9 11.7 76.1 13.3 0 128.8 13.6 0 120.866666666667 34.9 19 20.3 35.7 87.5 19.3666666666667 11.5666666666667 0 14.6333333333333 23.0666666666667 0 0 0 12.2666666666667 6.43333333333333 9.6 11.6 6.9 11.7 47.2333333333333 7 19.5333333333333 7.76666666666667 21.7666666666667 5.9 15.8333333333333 19.1666666666667
"TT06DC.40.12" 9.86666666666667 0 0 0 21.1333333333333 0 32.3 6.36666666666667 1147.6 8.73333333333333 67.7666666666667 54.4333333333333 0 0 23.8666666666667 0 0 0 0 12.8 630.966666666667 56 37.6 46.9 270.666666666667 31.0333333333333 0 381.366666666667 17.7 18.5333333333333 115.933333333333 122.3 62 57.1666666666667 74.4333333333333 286.533333333333 54.8 8.16666666666667 31.3666666666667 0 13.3 0 0 0 14.3333333333333 0 0 0 0 0 0 0 0 0 0 0 0 0
"TT06DC.40.14" 6.23333333333333 15.1333333333333 0 0 33.7333333333333 7.93333333333333 90.2 11.5666666666667 206.033333333333 22.4333333333333 98.3 66.1 0 10.2 24.3 0 8.3 0 4.96666666666667 7.93333333333333 1500.03333333333 143.3 0 0 362.466666666667 0 0 581.9 0 0 147.6 167.6 73.7666666666667 75.8 104.766666666667 393.333333333333 68.4333333333333 11.6 46.7666666666667 0 13.8 0 0 0 12.1333333333333 0 0 0 0 0 0 0 0 0 0 3.96666666666667 0 0
"TT06DC.40.15" 45.6 0 13.6666666666667 0 24.3 0 23.8 7.96666666666667 1216.96666666667 0 139.933333333333 67.9 0 15.6333333333333 36.6666666666667 0 0 0 13.8333333333333 18.6333333333333 1025.13333333333 94.3 44.6 71.0333333333333 505.766666666667 57.6666666666667 0 571.3 25.8333333333333 50.4666666666667 228.966666666667 221.966666666667 119.233333333333 70.3333333333333 126.333333333333 499.866666666667 83.6333333333333 12.2666666666667 27.4333333333333 0 25.5 0 0 0 21.0666666666667 0 0 0 0 8.06666666666667 13.1666666666667 0 0 0 0 5.43333333333333 0 0
"TT06DC.40.16" 0 21.4666666666667 0 0 35.9333333333333 1.56666666666667 33.1 10.1666666666667 28.3666666666667 0 62.1666666666667 62.6666666666667 6.1 11 23.7333333333333 21.6333333333333 0 0 12.3666666666667 47 0 0 0 0 0 0 12.2 0 0 0 103.066666666667 0 0 0 0 0 0 10.7333333333333 11.9 32.9 39.2 0 13.2333333333333 0 15.3666666666667 15 12.0666666666667 0 9.03333333333333 32.7666666666667 81.4333333333333 11.0333333333333 25.6333333333333 12 26.2333333333333 8.1 17.7333333333333 23.4
"TT06DC.40.17" 0 15.4 0 0 20.5333333333333 0 37.4666666666667 8.33333333333333 1002.33333333333 0 47.9333333333333 58.1666666666667 10.1333333333333 15.2 20.3 22.3333333333333 0 0 9.63333333333333 56.1 0 0 0 0 0 0 13.4 0 0 0 86.0666666666667 0 0 0 0 0 0 12.6 0 11.8 34.3 0 6.33333333333333 2.8 13.2333333333333 14.5666666666667 14.2333333333333 0 20.3333333333333 28.8 75.5 10 25.2 10.3 26.7 6.23333333333333 21.9666666666667 26.7666666666667
"TT06DC.40.18" 27.0333333333333 3.56666666666667 0 3 39.6333333333333 10.6333333333333 29.1666666666667 0 122.233333333333 12.8666666666667 55.0666666666667 57.6 0 9.5 24.6333333333333 0 6.1 0 8.06666666666667 8.93333333333333 980.666666666667 75.0333333333333 0 0 542.833333333333 24.6333333333333 0 192.633333333333 0 0 69.5 99.2666666666667 45 22.1666666666667 34.8333333333333 213.766666666667 28.6666666666667 0 28.3666666666667 0 10.2666666666667 0 0 9.53333333333333 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"TT06DC.40.22" 9.2 10.9666666666667 0 6.86666666666667 0 0 0 21.3 24.8 0 69.9666666666667 65.3 0 0 22.6666666666667 19.2333333333333 0 0 7.53333333333333 60 0 0 0 14.9333333333333 0 0 26.9666666666667 0 0 0 179.3 0 0 0 9.36666666666667 32.3 20.7333333333333 32.7 10.8333333333333 13.7 43.0333333333333 5.56666666666667 17.9666666666667 8.16666666666667 25.7666666666667 10.1333333333333 10.6 7.1 26.3666666666667 10.6 100.8 17.3666666666667 38.1333333333333 20.6 39.0666666666667 0 33.7 39.6333333333333
"TT06DC.40.23" 0 11.9333333333333 0 0 13.4 0 8.43333333333333 8.4 219.333333333333 18.3666666666667 99.5666666666667 67.2 0 0 28.1 25.9666666666667 0 0 19.2 0 646.033333333333 62.4 40.6 0 503.733333333333 17.4333333333333 0 299.966666666667 25.7666666666667 25.1333333333333 192.566666666667 125.133333333333 46.5666666666667 30.2333333333333 74.1 232 57.8 18.6333333333333 0 17.2666666666667 25.4333333333333 0 0 0 18.2666666666667 0 7.9 11.7333333333333 0 4.73333333333333 36.7 6.66666666666667 15.8666666666667 7.76666666666667 17.8666666666667 0 11.5666666666667 9.83333333333333
"TT06DC.40.24" 8.7 13.2666666666667 0 0 27.2666666666667 22.4666666666667 7.53333333333333 12.2666666666667 126.1 16.8666666666667 110.333333333333 48.7666666666667 0 0 21.6333333333333 0 0 0 7.1 15.9666666666667 728.7 42.4 0 0 481.933333333333 24.2666666666667 0 192.133333333333 0 21.5 155.866666666667 115.533333333333 50.9333333333333 23.5666666666667 46.4 206.433333333333 53.7666666666667 18.3 17.2666666666667 0 23.4333333333333 0 4.8 0 16.4 0 0 0 0 0 11.7666666666667 0 0 3.53333333333333 0 4.23333333333333 0 0
"TT06DC.40.27" 6.8 9.43333333333333 0 8.06666666666667 6.56666666666667 0 0 0 85.9 11.2666666666667 75.5 61.6 0 8.86666666666667 27.3666666666667 0 0 0 11.2666666666667 40 289.766666666667 38.8333333333333 15.2666666666667 15.5 138.633333333333 12.5666666666667 0 107.8 13.3 0 111.666666666667 48.4666666666667 0 23.7 41.7666666666667 103.566666666667 24.7 25.5333333333333 6.13333333333333 9.2 34.1333333333333 0 0 6.23333333333333 21.4333333333333 4.53333333333333 7.23333333333333 0 0 6.43333333333333 59.3 9.16666666666667 17.3666666666667 11.1333333333333 20.2666666666667 5.06666666666667 14.0333333333333 20.2666666666667
"TT06DC.40.29" 18.8 0 6 0 35.7666666666667 0 13.1666666666667 0 264.433333333333 0 35 56.4666666666667 6.4 6.7 22.9 18.7 23.7 0 20.2 0 0 0 0 0 0 0 0 0 0 0 80.8333333333333 0 0 0 0 0 0 23.4333333333333 0 33.3 44.8 6.53333333333333 9.26666666666667 8.9 28.8666666666667 0 7.36666666666667 8.3 15.1 18.8 96.3666666666667 6.83333333333333 19.8666666666667 8.53333333333333 22.2333333333333 3.2 10.6 13.2333333333333
"TT06DC.40.31" 22.9 6 0 12.9 36.5333333333333 6.06666666666667 24.1 0 124.666666666667 0 28 49.5666666666667 0 8 0 0 0 0 11.1 39.8333333333333 169.533333333333 15.3666666666667 8.3 0 58.5666666666667 0 0 47.2666666666667 0 0 77.8333333333333 0 0 0 13.6 57.3666666666667 10.5333333333333 19.7 23.2 0 28.5 0 8.23333333333333 0 12.2333333333333 0 0 0 0 11.8666666666667 61.1333333333333 5.36666666666667 20 7.53333333333333 21.8666666666667 3.8 10.3 15.1333333333333
"TT06DC.40.32" 8.03333333333333 7.03333333333333 0 0 23.9333333333333 0 0 0 191.5 0 20.8333333333333 55.8666666666667 8.03333333333333 0 13.6 0 15.7666666666667 0 5.93333333333333 46.5 0 0 0 0 0 0 0 0 0 0 66.1 0 0 0 0 0 0 15.2333333333333 0 16.3666666666667 28.9333333333333 0 6.73333333333333 5.83333333333333 10.3333333333333 0 4.4 0 4.96666666666667 11.6 64.8 6.43333333333333 24.7333333333333 9.13333333333333 27.8 2.76666666666667 16.6 21.5666666666667
"TT06DC.40.33" 11.6 0 0 8.6 19.5666666666667 0 24 0 818.466666666667 0 41.6333333333333 73.0333333333333 9.86666666666667 10.7333333333333 0 0 15.3 0 8.9 51.8666666666667 383 44.5666666666667 17.5333333333333 12.4 190.8 12.9333333333333 0 144.266666666667 9.26666666666667 0 124.433333333333 47 27.6333333333333 25.8666666666667 40.9966666666667 143.533333333333 20.2666666666667 19 0 22.9333333333333 35.8333333333333 5.33333333333333 13.6666666666667 5.56666666666667 21.2333333333333 0 7.9 0 5.96666666666667 12.2333333333333 68.9 8.83333333333333 26.3333333333333 10.9333333333333 28.9333333333333 5.33333333333333 18.1333333333333 24.2
"TT06DC.40.34" 9.83333333333333 16.8 7.3 0 26.2 8.03333333333333 5.43333333333333 0 91.3333333333333 0 46.8 51.8333333333333 9.13333333333333 0 17.4333333333333 21.9666666666667 0 0 4.53333333333333 66.7666666666667 0 0 0 6.13333333333333 0 0 0 0 0 0 85.3 0 0 0 0 0 0 11.2 0 13.5333333333333 36.5 6.16666666666667 17.3 8.2 17.4666666666667 0 0 6.6 28.4666666666667 15.7333333333333 112.466666666667 12.4666666666667 35.1666666666667 15.5666666666667 38.9 5.4 27.2333333333333 36.9
"TT06DC.40.35" 13 0 8.9 13.1 26.7 0 0 0 1127.33333333333 0 65.4 66.8333333333333 0 0 25.5 0 15.5666666666667 0 0 16.1 649.066666666667 49.7333333333333 32.4666666666667 0 505.233333333333 13.4333333333333 0 138.5 0 17.1666666666667 120.7 49.0666666666667 36.8333333333333 0 27.9333333333333 148.8 19.3666666666667 14.8333333333333 0 12.9666666666667 25.0666666666667 0 7.9 5.06666666666667 19 0 9.4 0 14.3666666666667 8.03333333333333 22.9666666666667 0 8.66666666666667 0 9.13333333333333 3.43333333333333 4.1 5.53333333333333
"TT06DC.40.37" 24.6333333333333 4.56666666666667 5.06666666666667 3.7 10 0 28.2666666666667 0 809.233333333333 0 34.7333333333333 41.4 0 0 36.8666666666667 36.1666666666667 33.4 0 3.96666666666667 0 0 0 0 9.8 0 0 18.6 0 0 0 119.1 0 0 0 0 0 0 15.1 15.4666666666667 29.3333333333333 37.2 6.23333333333333 8.36666666666667 11.1 16.5 15.6333333333333 16.8 0 6.56666666666667 13.8666666666667 123.8 12.8333333333333 37.7333333333333 15.6 36.0333333333333 0 33.8666666666667 36.0666666666667
"TT06DC.40.38" 6.8 0 0 0 22.4666666666667 8.96666666666667 88.5 13.2 125.466666666667 34.7666666666667 126.933333333333 89.4666666666667 0 13.8666666666667 40.0333333333333 0 8.53333333333333 6.03333333333333 5 14.8666666666667 2364.8 267.433333333333 0 0 493.366666666667 61.2333333333333 0 712.5 0 67.8666666666667 212.333333333333 210.566666666667 84.1666666666667 99.2333333333333 162.466666666667 595.433333333333 91.1 16.0333333333333 44.3333333333333 0 27.4 0 0 0 23.3666666666667 0 0 0 0 0 9.2 0 0 0 0 5.06666666666667 0 0
"TT06DC.40.39" 8.3 0 4.73333333333333 0 21.3666666666667 0 9.63333333333333 0 233.733333333333 8.66666666666667 83.8333333333333 62.1333333333333 0 9.03333333333333 25.8333333333333 21.3333333333333 17.5666666666667 9.76666666666667 0 0 692.966666666667 45.6 43.4 23.3333333333333 182.2 21.2333333333333 0 123.066666666667 0 0 141.2 68.8666666666667 22.9 24.8666666666667 22.9333333333333 175.666666666667 30.4333333333333 19.4 0 32.3666666666667 26.1333333333333 0 0 0 18.0333333333333 0 8.83333333333333 5.56666666666667 9.56666666666667 22.2666666666667 59.4333333333333 0 16.5 6.26666666666667 17.6666666666667 0 11.9666666666667 11
"TT06DC.40.40" 25.3 0 0 0 19.3666666666667 3.3 0 0 197.5 0 68.1333333333333 51.4 9.73333333333333 0 27.9666666666667 0 27.3666666666667 1.73333333333333 15.2333333333333 54.8 0 0 0 0 0 13.8333333333333 0 0 0 0 66.2333333333333 0 0 0 0 0 0 13.5 10.8333333333333 15.6 29.7333333333333 0 14.2 6.5 13.9666666666667 12.1666666666667 8.36666666666667 8.43333333333333 5.16666666666667 10.4666666666667 58.2666666666667 8.63333333333333 28.1 10.2666666666667 30.1666666666667 5.13333333333333 17.6333333333333 22.4666666666667
"TT06DC.40.41" 17.4666666666667 1.93333333333333 4.96666666666667 0 27.2333333333333 3.8 0 0 107.266666666667 0 57.6333333333333 32.1 6.4 0 10.7666666666667 0 28.1 3.23333333333333 1.6 11.6 0 0 0 0 0 0 0 0 0 0 31.1666666666667 0 0 0 0 0 0 7.9 6.73333333333333 0 14.0333333333333 0 6.06666666666667 0 0 5.16666666666667 0 0 0 4.43333333333333 9.53333333333333 0 6.06666666666667 0 6.73333333333333 0 0 0
"TT06DC.40.45" 8.66666666666667 0 0 0 22.3333333333333 0 0 0 247.066666666667 3.7 64.6 82.5 17.3666666666667 7.73333333333333 22.9 31.1333333333333 16.4333333333333 10.8 7.66666666666667 0 0 0 0 0 0 0 28.1666666666667 0 0 0 92.1666666666667 0 0 0 2.06666666666667 4.23333333333333 2.1 32.7333333333333 14.3333333333333 15.0333333333333 42.6 3.26666666666667 14.3666666666667 8.86666666666667 22.5333333333333 14.6666666666667 9.06666666666667 16.5 0 12.6333333333333 96.8333333333333 14.6333333333333 36.2666666666667 16.9333333333333 39.2333333333333 5.73333333333333 19.2333333333333 23.9333333333333
"TT06DC.40.46" 8.8 0 0 8.1 9.16666666666667 0 0 0 1020.63333333333 0 86.1666666666667 66.9 0 13.5 20.9333333333333 32.7 18.9333333333333 0 7.16666666666667 59.8333333333333 0 0 0 12.8 0 0 20.8 0 0 0 122.933333333333 0 0 0 0 24.4666666666667 0 32.0333333333333 0 27.8 44.5333333333333 0 9.43333333333333 6.2 31.4666666666667 0 11.2 0 12.9 29.5 92.3666666666667 8.03333333333333 24.4 8.66666666666667 29.4666666666667 6.23333333333333 20.6666666666667 26.3333333333333
"TT06DC.40.47" 66.4666666666667 0 5.7 0 16.8333333333333 0 0 0 199.533333333333 0 29.2666666666667 51.2 0 15.4 27.7333333333333 26.1666666666667 9.16666666666667 6.7 22.7333333333333 0 0 0 0 8.26666666666667 0 0 0 0 0 0 89.2333333333333 0 0 0 0 0 0 24.5333333333333 0 30.9333333333333 42.8666666666667 0 6.96666666666667 4.13333333333333 25.7666666666667 0 13.9666666666667 15.1666666666667 0 36.3 88.7666666666667 7.53333333333333 21.4666666666667 6.8 22.2333333333333 0 14.5666666666667 16.2666666666667
